Date,社会融资规模当月值,社会融资规模同比增长率(%),CPI：当月同比,PPI：全部工业品：当月同比,工业增加值：当月同比,社会消费品零售总额：当月同比,PMI,国内信贷,M2：同比,金融机构：各项存款余额同比,金融机构：各项贷款余额同比,中债国开债到期收益率:10年,中债国债到期收益率:10年
2011-01,0.1570903871321822,0.3918796263763208,0.6367582938388625,0.8131072210065646,,0.7763157894736841,0.6911764705882352,0.19765038144808492,0.42318307267709293,0.4069718865045982,0.3110512516816708,0.4277656644285273,0.4884047039258771
2011-02,0.40499007894625744,0.5002640494647778,0.6398104265402843,0.8453063457330416,0.5337078651685394,0.2324671052631579,0.6568627450980393,0.20054582360780396,0.35418583256669733,0.42252098115387066,0.28402140316868146,0.5228585692889237,0.5281904436657361
2011-03,0.30917803014311646,0.44017896275665663,0.6813933649289098,0.8494584245076586,0.5280898876404495,0.6143157894736841,0.7156862745098038,0.20750008825530422,0.39558417663293477,0.4852298340881455,0.2834019747481644,0.5113238527302215,0.4737827662162264
2011-04,0.24967281631274538,0.4533935215196065,0.6777156398104265,0.8228118161925603,0.4494382022471911,0.5935263157894737,0.6911764705882352,0.207404086614617,0.3357865685372586,0.4095293530968363,0.26877124153137744,0.5209596319806005,0.4709936449486244
2011-05,0.2500738801874446,0.46267775441563214,0.693867298578199,0.8208479212253829,0.4438202247191012,0.5789342105263157,0.6470588235294117,0.21034401635276567,0.3265869365225391,0.3986475681852851,0.25028130106932506,0.5198656097486424,0.45082742938596115
2011-06,0.13439861527420105,0.4150168796453046,0.7735545023696682,0.8392177242888402,0.5449438202247191,0.630703947368421,0.5931372549019607,0.21887608127436864,0.3633854645814168,0.4236074472551353,0.24468611219344785,0.5602030627528092,0.475345709703968
2011-07,0.24728754168953435,0.45405214418406,0.7826066350710901,0.8622374179431073,0.4831460674157304,0.5986842105263157,0.5833333333333335,0.2166275489646823,0.30818767249310025,0.36428203597617315,0.2336940266062963,0.6010414650133638,0.5026079467838686
2011-08,0.11088360704183729,0.35985156953371983,0.7542274881516586,0.846433260393873,0.45505617977528096,0.5855263157894737,0.5931372549019607,0.22216506063037048,0.2529898804047838,0.3278820787736764,0.22679440373903112,0.6265981462588729,0.5130571386516749
2011-09,0.1874868071093849,0.4405088231334633,0.7462369668246445,0.8064934354485777,0.47191011235955066,0.6348355263157895,0.607843137254902,0.22885543387196075,0.23183072677092914,0.2653093875202286,0.20750961584741331,0.6408168359705336,0.518955955845544
2011-10,0.22280153670789885,0.4388770750080815,0.6920473933649288,0.7234026258205689,0.43820224719101125,0.6019539473684211,0.568627450980392,0.23033760658014563,0.2253909843606256,0.23725078935124366,0.2001455859717488,0.5311814024994252,0.4267484310348241
2011-11,0.2895681175328239,0.4800551217898737,0.5715924170616113,0.5983533916849015,0.3932584269662922,0.6031447368421053,0.5,0.23826062891870337,0.21619135234590614,0.21403534591163953,0.19275270865729652,0.4398191673528669,0.37575874561976574
2011-12,0.22645332883016,0.3859993154030523,0.5569763033175356,0.5418708971553611,0.41573033707865176,0.6609013157894738,0.5637254901960783,0.2525059489104391,0.2575896964121435,0.2377798538966906,0.2084421200774603,0.3451895138658476,0.3062599451002059
2012-01,0.2407438679444421,0.5446656501250804,0.6022938388625592,0.489863238512035,,,0.5735294117647058,0.25440336263468744,0.2023919043238271,0.2254104960444371,0.22850770694829686,0.3182799330416139,0.2792752306719443
2012-02,0.4153544138134842,0.45675901621974335,0.4708056872037915,0.4512253829321663,0.8932584269662923,0.43421052631578944,0.5980392156862745,0.25973297076408486,0.2299908003679853,0.2330355104477171,0.23624356759541337,0.3676908107226914,0.32151986695967205
2012-03,0.22398361970701228,0.4084135390240581,0.5110236966824644,0.4323249452954048,0.36516853932584276,0.4640394736842105,0.7009803921568628,0.27243235529753695,0.24839006439742414,0.22892019759655863,0.2638152960931082,0.4192709383130273,0.3330467577875846
2012-04,0.2618736015535948,0.4607048091772646,0.4901421800947867,0.41146608315098465,0.21910112359550568,0.3933486842105264,0.71078431372549,0.2705964929932319,0.22079116835326593,0.17634308345434105,0.2494335074369939,0.47300759387234953,0.3309703566393562
2012-05,0.39633554270274834,0.5483511956365444,0.4555924170616113,0.3731892778993436,0.23595505617977527,0.374578947368421,0.568627450980392,0.2742632153684682,0.23919043238270468,0.17566091839176692,0.2619771986835179,0.4137657150637682,0.29194333907465664
2012-06,0.24266475281800143,0.5954421150691289,0.3749857819905213,0.33565098468271337,0.2303370786516854,0.3713157894736843,0.5588235294117648,0.2867558276594809,0.2575896964121435,0.21908020439306686,0.2767028542787667,0.374860922901362,0.26553596246362166
2012-07,0.2838898974120826,0.476940786594488,0.34177251184834123,0.292937636761488,0.2134831460674157,0.3316842105263158,0.553921568627451,0.2848074191124176,0.2713891444342227,0.23417061857227536,0.2743371683468817,0.35401443289611056,0.23264180079586638
2012-08,0.3680499852239625,0.8800026554983195,0.3607298578199052,0.25938730853391684,0.1966292134831461,0.3384342105263157,0.5098039215686276,0.28988472045111924,0.2529898804047838,0.21686893759353748,0.2795904891491336,0.3929486205474401,0.25442643143594207
2012-09,0.2929877147802592,0.5475635359924966,0.3512511848341232,0.2552242888402626,0.2134831460674157,0.4013157894736842,0.5392156862745097,0.3020135587502581,0.31278748850046,0.26597349589359653,0.28555681181027526,0.44999762261369824,0.305421987289897
